iter	Passed	Remaining
3382	2126	10443
3383	2126	10442
3384	2127	10440
3385	2127	10439
3386	2128	10438
3387	2128	10437
3388	2129	10436
3389	2129	10434
3390	2130	10433
3391	2130	10432
3392	2131	10430
3393	2131	10429
3394	2132	10428
3395	2132	10427
3396	2133	10425
3397	2133	10424
3398	2134	10423
3399	2134	10422
3400	2135	10421
3401	2135	10420
3402	2136	10418
3403	2136	10417
3404	2137	10416
3405	2137	10414
3406	2138	10413
3407	2138	10412
3408	2139	10410
3409	2139	10409
3410	2140	10408
3411	2140	10406
3412	2141	10405
3413	2141	10404
3414	2142	10403
3415	2142	10402
3416	2143	10400
3417	2143	10399
3418	2144	10398
3419	2144	10397
3420	2145	10396
3421	2145	10394
3422	2146	10393
3423	2146	10392
3424	2147	10391
3425	2147	10390
3426	2148	10388
3427	2148	10387
3428	2149	10386
3429	2149	10384
3430	2150	10383
3431	2150	10382
3432	2151	10380
3433	2151	10379
3434	2152	10378
3435	2152	10376
3436	2153	10375
3437	2153	10374
3438	2154	10373
3439	2154	10371
3440	2155	10370
3441	2155	10369
3442	2156	10368
3443	2156	10367
3444	2157	10366
3445	2157	10364
3446	2158	10363
3447	2158	10362
3448	2159	10361
3449	2159	10359
3450	2160	10358
3451	2160	10357
3452	2161	10356
3453	2161	10355
3454	2162	10354
3455	2162	10353
3456	2163	10352
3457	2163	10351
3458	2164	10350
3459	2164	10349
3460	2165	10348
3461	2165	10346
3462	2166	10345
3463	2167	10344
3464	2167	10343
3465	2168	10342
3466	2168	10341
3467	2169	10339
3468	2169	10338
3469	2170	10338
3470	2170	10337
3471	2171	10336
3472	2171	10335
3473	2172	10333
3474	2172	10332
3475	2173	10331
3476	2173	10330
3477	2174	10328
3478	2174	10327
3479	2175	10326
3480	2175	10325
3481	2176	10323
3482	2176	10322
3483	2177	10321
3484	2177	10319
3485	2178	10318
3486	2178	10317
3487	2179	10315
3488	2179	10314
3489	2180	10313
3490	2180	10312
3491	2181	10311
3492	2181	10310
3493	2182	10308
3494	2182	10307
3495	2183	10306
3496	2183	10305
3497	2184	10305
3498	2184	10304
3499	2185	10302
3500	2185	10301
3501	2186	10299
3502	2186	10298
3503	2187	10297
3504	2187	10296
3505	2188	10294
3506	2188	10293
3507	2189	10292
3508	2189	10291
3509	2190	10290
3510	2190	10289
3511	2191	10287
3512	2191	10286
3513	2192	10285
3514	2192	10283
3515	2193	10282
3516	2193	10281
3517	2194	10280
3518	2194	10279
3519	2195	10277
3520	2195	10277
3521	2196	10275
3522	2196	10275
3523	2197	10274
3524	2198	10273
3525	2198	10272
3526	2199	10271
3527	2199	10271
3528	2200	10270
3529	2200	10268
3530	2201	10267
3531	2201	10265
3532	2202	10264
3533	2202	10263
3534	2203	10262
3535	2203	10261
3536	2204	10260
3537	2204	10258
3538	2205	10257
3539	2205	10256
3540	2206	10255
3541	2207	10254
3542	2207	10253
3543	2208	10252
3544	2208	10251
3545	2208	10249
3546	2209	10248
3547	2209	10247
3548	2210	10246
3549	2210	10245
3550	2211	10243
3551	2211	10242
3552	2212	10241
3553	2213	10240
3554	2213	10239
3555	2214	10238
3556	2214	10237
3557	2214	10235
3558	2215	10234
3559	2215	10233
3560	2216	10232
3561	2216	10230
3562	2217	10229
3563	2217	10228
3564	2218	10226
3565	2218	10225
3566	2219	10224
3567	2219	10223
3568	2220	10222
3569	2220	10221
3570	2221	10219
3571	2221	10218
3572	2222	10217
3573	2222	10216
3574	2223	10215
3575	2223	10213
3576	2224	10212
3577	2224	10210
3578	2225	10209
3579	2225	10208
3580	2226	10207
3581	2226	10206
3582	2227	10205
3583	2227	10204
3584	2228	10203
3585	2228	10202
3586	2229	10200
3587	2229	10199
3588	2230	10197
3589	2230	10196
3590	2231	10195
3591	2231	10194
3592	2232	10192
3593	2232	10191
3594	2232	10189
3595	2233	10188
3596	2234	10187
3597	2234	10186
3598	2234	10184
3599	2235	10183
3600	2235	10182
3601	2236	10180
3602	2236	10179
3603	2237	10178
3604	2237	10177
3605	2238	10175
3606	2238	10174
3607	2239	10173
3608	2239	10171
3609	2240	10170
3610	2240	10169
3611	2241	10168
3612	2241	10166
3613	2242	10165
3614	2242	10163
3615	2242	10162
3616	2243	10161
3617	2243	10160
3618	2244	10158
3619	2244	10157
3620	2245	10155
3621	2245	10154
3622	2246	10153
3623	2246	10151
3624	2247	10150
3625	2247	10149
3626	2248	10148
3627	2248	10148
3628	2249	10147
3629	2250	10146
3630	2250	10145
3631	2250	10143
3632	2251	10142
3633	2251	10141
3634	2252	10140
3635	2252	10138
3636	2253	10137
3637	2253	10136
3638	2254	10135
3639	2254	10134
3640	2255	10132
3641	2255	10131
3642	2256	10130
3643	2256	10129
3644	2257	10127
3645	2257	10126
3646	2258	10125
3647	2258	10124
3648	2259	10123
3649	2259	10122
3650	2260	10121
3651	2260	10120
3652	2261	10119
3653	2261	10118
3654	2262	10116
3655	2262	10115
3656	2263	10114
3657	2263	10113
3658	2264	10112
3659	2264	10111
3660	2265	10110
3661	2266	10109
3662	2266	10108
3663	2267	10107
3664	2267	10106
3665	2268	10105
3666	2268	10104
3667	2269	10102
3668	2269	10102
3669	2270	10100
3670	2270	10100
3671	2271	10098
3672	2271	10097
3673	2272	10096
3674	2272	10095
3675	2273	10094
3676	2273	10093
3677	2274	10092
3678	2274	10091
3679	2275	10090
3680	2275	10089
3681	2276	10088
3682	2276	10087
3683	2277	10085
3684	2277	10084
3685	2278	10083
3686	2278	10082
3687	2279	10081
3688	2279	10080
3689	2280	10079
3690	2280	10078
3691	2281	10077
3692	2281	10076
3693	2282	10075
3694	2283	10074
3695	2283	10073
3696	2284	10072
3697	2284	10070
3698	2284	10069
3699	2285	10068
3700	2285	10067
3701	2286	10065
3702	2286	10064
3703	2287	10063
3704	2288	10063
3705	2288	10061
3706	2288	10060
3707	2289	10059
3708	2289	10057
3709	2290	10056
3710	2290	10055
3711	2291	10054
3712	2291	10053
3713	2292	10052
3714	2292	10050
3715	2293	10049
3716	2293	10048
3717	2294	10047
3718	2294	10046
3719	2295	10045
3720	2295	10043
3721	2296	10042
3722	2296	10041
3723	2297	10040
3724	2297	10038
3725	2298	10037
3726	2298	10036
3727	2299	10034
3728	2299	10033
3729	2300	10032
3730	2300	10031
3731	2301	10031
3732	2301	10030
3733	2302	10029
3734	2302	10028
3735	2303	10027
3736	2303	10026
3737	2304	10025
3738	2304	10023
3739	2305	10022
3740	2305	10020
3741	2306	10019
3742	2306	10018
3743	2307	10017
3744	2307	10015
3745	2308	10014
3746	2308	10013
3747	2309	10012
3748	2309	10011
3749	2310	10010
3750	2310	10009
3751	2311	10008
3752	2311	10006
3753	2312	10005
3754	2312	10004
3755	2313	10003
3756	2313	10002
3757	2313	10000
3758	2314	9999
3759	2314	9998
3760	2315	9997
3761	2316	9996
3762	2316	9995
3763	2316	9993
3764	2317	9992
3765	2317	9991
3766	2318	9990
3767	2318	9989
3768	2319	9988
3769	2320	9987
3770	2320	9986
3771	2321	9985
3772	2321	9984
3773	2322	9983
3774	2322	9982
3775	2323	9981
3776	2323	9980
3777	2324	9979
3778	2324	9978
3779	2325	9977
3780	2325	9976
3781	2326	9974
3782	2326	9973
3783	2327	9972
3784	2327	9972
3785	2328	9971
3786	2328	9970
3787	2329	9969
3788	2329	9968
3789	2330	9967
3790	2330	9966
3791	2331	9965
3792	2331	9964
3793	2332	9963
3794	2332	9961
3795	2333	9960
3796	2333	9959
3797	2334	9958
3798	2334	9957
3799	2335	9956
3800	2335	9954
3801	2336	9954
3802	2336	9952
3803	2337	9951
3804	2337	9950
3805	2338	9949
3806	2338	9948
3807	2339	9947
3808	2339	9946
3809	2340	9945
3810	2340	9944
3811	2341	9943
3812	2341	9942
3813	2342	9941
3814	2343	9940
3815	2343	9939
3816	2344	9938
3817	2344	9937
3818	2345	9937
3819	2345	9936
3820	2346	9934
3821	2346	9933
3822	2347	9932
3823	2347	9931
3824	2348	9930
3825	2348	9929
3826	2349	9928
3827	2349	9927
3828	2350	9926
3829	2350	9925
3830	2351	9924
3831	2351	9923
3832	2352	9922
3833	2353	9921
3834	2353	9920
3835	2354	9919
3836	2354	9918
3837	2355	9917
3838	2355	9916
3839	2356	9915
3840	2356	9914
3841	2357	9912
3842	2357	9911
3843	2358	9910
3844	2358	9909
3845	2359	9908
3846	2359	9907
3847	2360	9906
3848	2360	9905
3849	2361	9904
3850	2361	9903
3851	2362	9902
3852	2362	9901
3853	2363	9900
3854	2363	9899
3855	2364	9898
3856	2364	9897
3857	2365	9896
3858	2365	9895
3859	2366	9894
3860	2366	9893
3861	2367	9892
3862	2367	9891
3863	2368	9890
3864	2368	9889
3865	2369	9888
3866	2369	9887
3867	2370	9886
3868	2370	9885
3869	2371	9884
3870	2371	9882
3871	2372	9881
3872	2372	9880
3873	2373	9879
3874	2373	9878
3875	2374	9876
3876	2374	9875
3877	2375	9874
3878	2375	9873
3879	2376	9872
3880	2376	9870
3881	2377	9869
3882	2377	9868
3883	2378	9867
3884	2378	9866
3885	2379	9865
3886	2379	9863
3887	2380	9864
3888	2380	9863
3889	2381	9861
3890	2381	9860
3891	2382	9859
3892	2382	9858
3893	2383	9857
3894	2383	9856
3895	2384	9854
3896	2384	9853
3897	2385	9852
3898	2385	9851
3899	2386	9850
3900	2386	9849
3901	2387	9847
3902	2387	9846
3903	2387	9845
3904	2388	9844
3905	2389	9843
3906	2389	9842
3907	2390	9841
3908	2390	9840
3909	2390	9839
3910	2391	9837
3911	2391	9836
3912	2392	9835
3913	2392	9834
3914	2393	9833
3915	2393	9832
3916	2394	9831
3917	2394	9830
3918	2395	9829
3919	2395	9827
3920	2396	9826
3921	2396	9825
3922	2397	9824
3923	2397	9822
3924	2398	9821
3925	2398	9821
3926	2399	9820
3927	2399	9819
3928	2400	9818
3929	2400	9817
3930	2401	9816
3931	2401	9814
3932	2402	9813
3933	2402	9812
3934	2403	9811
3935	2403	9810
3936	2404	9809
3937	2404	9808
3938	2405	9807
3939	2405	9806
3940	2406	9805
3941	2406	9804
3942	2407	9802
3943	2407	9801
3944	2408	9800
3945	2408	9799
3946	2409	9798
3947	2409	9797
3948	2410	9795
3949	2410	9794
3950	2411	9793
3951	2411	9792
3952	2412	9791
3953	2412	9790
3954	2413	9789
3955	2413	9788
3956	2413	9787
3957	2414	9785
3958	2414	9785
3959	2415	9783
3960	2415	9782
3961	2416	9781
3962	2416	9780
3963	2417	9779
3964	2417	9778
3965	2418	9777
3966	2418	9776
3967	2419	9775
3968	2419	9774
3969	2420	9773
3970	2420	9771
3971	2421	9770
3972	2421	9769
3973	2422	9768
3974	2422	9767
3975	2423	9765
3976	2423	9764
3977	2424	9763
3978	2424	9762
3979	2424	9760
3980	2425	9759
3981	2425	9758
3982	2426	9757
3983	2426	9755
3984	2427	9754
3985	2427	9753
3986	2428	9752
3987	2428	9752
